startYear	YearMinMax	overviewNLP	genres1	leading_role	second_role	third_role	leading_director	production_companies_name_hash_0	directors_hash_1	Title	genres_hash_0	genres_hash_1	genres_hash_2
1971	14.336283185840706	patient observation adventures group three young girls spending three - week summer vacation small village quotidian includes cooking excursions playing cards going guys enjoying simple pleasures life offer	Comedy	Caroline Cartier	Danièle Croisy	Françoise Guégan	Jacques Rozier	0.0	-1.0	Du côté d'Orouët	0.0	0.0	0.0
2019	25.805309734513195	story elton john 's life years prodigy royal academy music influential enduring musical partnership bernie taupin	Biography	Taron Egerton	Jamie Bell	Richard Madden	Dexter Fletcher	1.0	0.0	Rocketman	0.0	0.0	0.0
2020	26.0442477876106	inspector kei mikhail ignatov finds involved organization named bifrost possibility freeing wife betrays unit one koichi azusawa coordinates assault public safety bureau tower using hacker obata locking building kidnapping inspector arata shindo azusawa demands governor karina komiya resign position	Animation	Yûki Kaji	Yûichi Nakamura	Kana Hanazawa	Akie Ishii	0.0	0.0	Psycho-Pass 3: Premier Inspecteur	0.0	1.0	0.0
2011	23.89380530973448	two sisters find already strained relationship challenged mysterious new planet threatens collide earth	Drama	Kirsten Dunst	Charlotte Gainsbourg	Kiefer Sutherland	Lars von Trier	2.0	0.0	Melancholia	0.0	1.0	0.0
1987	18.159292035398234	trilogy separate stories ` ` labyrinth labyrinthos '' girl cat enter strange world ` ` running man '' racer takes ultimate opponent ` ` construction cancellation order '' man must shut worker robots	Adventure	Hideko Yoshida	Masane Tsukayama	Yû Mizushima	Shigeyuki Hayashi	0.0	0.0	Manie Manie: Les Histoires du labyrinthe	0.0	1.0	0.0
1999	21.026548672566356	grocery store clerk simon occasionally sells drugs cash register work soap opera actors adam zack come looking ecstasy quiet christmas eve surprised find ronna covering shift desperate money ronna decides become impromptu drug dealer unaware adam zack secretly working obsessed narcotics officer burke	Comedy	Sarah Polley	Jay Mohr	Scott Wolf	Doug Liman	0.0	0.0	Go	0.0	1.0	0.0
2002	21.743362831858363	documentary 's title translates ` ` '' two auxiliary verbs french language primary school commune saint - étienne - sur - usson puy - de - dôme france population 200 . school one small class mixed ages four twelve years dedicated teacher georges lopez shows patience respect children follow story single school year	Documentary	Georges Lopez	Alizé	Axel Thouvenin	Nicolas Philibert	0.0	0.0	Être et avoir	0.0	0.0	-1.0
1993	19.592920353982247	documentary soviet filmmaker aleksandr medvedkin examining tumultuous career rediscovery masterpiece happiness russia 's struggles course 20th century	Biography	Léonor Graser	Nikolai Izvolov	Kira Paramonova	Chris Marker	0.0	0.0	Le tombeau d'Alexandre	0.0	0.0	-1.0
2019	25.805309734513195	following son gabriel death jorge travels conservative bolivia new york city confront gabriel boyfriend sebastian two battle jorge inability accept son sebastian channels grief bold new play honor lost love gabriel inner turmoil transformed eye - popping gay fantasia	Drama	Reyes Antelo	Fernando Barbosa	Erwin Berzain	Rodrigo Bellott	0.0	0.0	Tu me manques	0.0	0.0	0.0
1956	10.752212389380482	rich man glenn ford stuns wife donna reed town televised threat son 's kidnapper	Crime	Glenn Ford	Donna Reed	Leslie Nielsen	Alex Segal	-1.0	0.0	La rançon	0.0	1.0	0.0
1998	20.787610619468957	end wwii japanese doctor akagi searches cure hepatitis prisoner - of - war camp	Comedy	Akira Emoto	Kumiko Asô	Jacques Gamblin	Shôhei Imamura	0.0	0.0	Docteur Akagi	0.0	0.0	0.0
2006	22.69911504424777	1984 east berlin agent secret police conducting surveillance writer lover finds becoming increasingly absorbed lives	Drama	Ulrich Mühe	Martina Gedeck	Sebastian Koch	Florian Henckel von Donnersmarck	-1.0	0.0	La Vie des autres	0.0	1.0	0.0
2018	25.56637168141589	aging 80 year old drag queen forms unlikely friendship younger queen struggling issues gender identity mortality discover realize truly	Drama	Derren Nesbitt	Jordan Stephens	April Pearson	Jamie Patterson	0.0	0.0	Tucked	0.0	0.0	0.0
1933	5.256637168141539	back wall street crash 1929 young business man commit suicide note wife scribbled gun hand notices thick envelope addressed desk begin read 're taken back days ww1 meeting young woman named mary lane	Drama	Margaret Sullavan	John Boles	Edna May Oliver	John M. Stahl	0.0	0.0	Une nuit seulement	0.0	0.0	0.0
2010	23.654867256637175	friend called ' the man nowhere ' ... taesik former special agent becomes loner losing wife miserable accident lives bitter life running pawnshop customers friend named somi little girl next door taesik spends time somi gets attached somi kidnapped gang taesik tries save somi becoming deeply associated gang mysterious past revealed	Action	Won Bin	Kim Sae-ron	Kim Tae-hoon	Lee Jeong-beom	0.0	-1.0	The Man From Nowhere	0.0	1.0	0.0
1992	19.353982300884944	beautiful violin virtuoso camille two obsessions music ravel friend husband 's crafts violins heart seems cold playing passionate	Drama	Daniel Auteuil	Emmanuelle Béart	André Dussollier	Claude Sautet	0.0	0.0	Un cœur en hiver	0.0	0.0	0.0
2003	21.982300884955666	duša young dancer dance instructor torn dominant mother absent father married lover sinking typical crisis thirties gets worse starts suspecting someone following invading privacy	Drama	Polona Juh	Marijana Brecelj	Sasa Tabakovic	Metod Pevec	1.0	0.0	Beneath her window	0.0	0.0	0.0
1969	13.858407079646003	young wife commits suicide explanation introspective pawnbroker looks back life together	Drama	Dominique Sanda	Guy Frangin	Jeanne Lobre	Robert Bresson	0.0	0.0	Une femme douce	0.0	0.0	0.0
1970	14.097345132743307	ruthless inquisitor spins superstitions local peasants religious heresy finding cause accuse dozens innocent men women witchcraft inquisitor targets nobles merchants whose property goods confiscated suffering array medieval tortures accused confess — only burned alive stake helpless villagers watch bold striking cinematography film captures scenes daring nudity brutal torture	Drama	Vladimír Smeral	Elo Romancík	Josef Kemr	Otakar Vávra	0.0	0.0	Le marteau des sorcières	0.0	1.0	0.0
1992	19.353982300884944	relationship lovers yves claude comes abrupt conclusion couple making love yves slices claude 's throat killing taken custody crime police inspector demands know reason behind yves ' actions yves weaves tale life claude explaining origins relationship reached point murder possible conclusion	Crime	Roy Dupuis	Jacques Godin	Jean-François Pichette	Jean Beaudin	1.0	0.0	Chez moi, chez Claude	0.0	1.0	0.0
1981	16.725663716814125	tale little fox vuk novel famous hungarian writer istván fekete	Adventure	Judit Pogány	József Gyabronka	Teri Földi	Attila Dargay	0.0	0.0	Vuk le petit renard	0.0	0.0	0.0
2008	23.176991150442472	sandro boy loved sing rap kiss stare statue christ redeemer dreamed go visit copacabana growing streets story culminates infamous episode 12th june 2000 sandro hijacked bus 174	Crime	Michel Gomes	Cris Vianna	Marcello Melo Jr.	Bruno Barreto	0.0	0.0	Rio ligne 174	0.0	0.0	0.0
2004	22.221238938053066	mild - mannered gay dentist womanizing bar owner rekindle unlikely friendship upon meeting chance decade apart latter turns severely ill	Comedy	Cees Geel	Marcel Hensema	Rifka Lodeizen	Eddy Terstall	0.0	0.0	Simon	0.0	0.0	0.0
2014	24.61061946902649	immediately events desolation smaug bilbo dwarves try defend erebor 's mountain treasure others claim men ruined laketown elves mirkwood meanwhile army orcs led azog defiler marching erebor fueled rise dark lord sauron dwarves elves men must unite hope middle - earth falls bilbo 's hands	Adventure	Ian McKellen	Martin Freeman	Richard Armitage	Peter Jackson	0.0	0.0	Le Hobbit: La Bataille des Cinq Armées	0.0	0.0	0.0
1945	8.12389380530966	dr . anthony edwardes arrives vermont mental hospital replace outgoing hospital director dr . constance peterson psychoanalyst discovers edwardes actually impostor man confesses real dr . edwardes dead fears may killed recall anything dr . peterson however convinced impostor innocent man 's murder joins quest unravel amnesia psychoanalysis	Drama	Ingrid Bergman	Gregory Peck	Michael Chekhov	Alfred Hitchcock	0.0	-1.0	La maison du docteur Edwardes	0.0	1.0	0.0
1973	14.814159292035313	police sergeant neil howie called island village search missing girl locals claim never existed stranger still however rituals take place	Horror	Edward Woodward	Christopher Lee	Diane Cilento	Robin Hardy	1.0	0.0	The Wicker Man	1.0	0.0	0.0
1963	12.42477876106189	first feature věra chytilová uses combination documentary fiction film techniques tell two stories counterpoint first follows olympic champion gymnast eva bosáková contemplates retirement undergoes gruelling training schedule second housewife unappreciated ignored husband	Drama	Eva Bosáková	Vera Uzelacová	Josef Langmiler	Vera Chytilová	0.0	1.0	Quelque chose d'autre	0.0	0.0	0.0
1940	6.929203539822954	charlie impersonates employee u.s . government foil espionage plot would destroy part panama canal trapping navy fleet way pacific maneuvers atlantic	Adventure	Sidney Toler	Jean Rogers	Lionel Atwill	Norman Foster	0.0	0.0	Charlie Chan au Panama	0.0	1.0	0.0
1962	12.18584070796459	greedy materialistic family attempts cover - up embezzlement committed son keeping schemes active discover equally conniving players involved	Comedy	Ayako Wakao	Eiji Funakoshi	Yûko Hamada	Yûzô Kawashima	0.0	1.0	La bête élégante	0.0	0.0	0.0
2007	22.938053097345072	jonas copenhagen homicide scene photographer happily married two kids one day car stalls another car slams runs head third car flips ditch driver julia critically injured visits hospital greeted family assumes must sebastian told new fiance met vietnam	Crime	Anders W. Berthelsen	Rebecka Hemse	Nikolaj Lie Kaas	Ole Bornedal	1.0	0.0	Just Another Love Story	0.0	1.0	0.0
1994	19.831858407079647	convenience video store clerks dante randal sharp - witted potty - mouthed bored minds needling customers counter jockeys play hockey roof visit funeral home deal love lives	Comedy	"""Brian OHalloran"""	Jeff Anderson	Marilyn Ghigliotti	Kevin Smith	0.0	0.0	Clerks : Les Employés modèles	0.0	0.0	0.0
1996	20.309734513274254	shinji masaru spend school days harassing fellow classmates playing pranks drop shinji becomes small - time boxer masaru joins local yakuza gang however world tough place	Crime	Ken Kaneko	Masanobu Andô	Leo Morimoto	Takeshi Kitano	0.0	0.0	Kids Return	0.0	0.0	0.0
1984	17.442477876106132	teenage girl deals parents forgetting birthday crush high school 's heartthrob	Comedy	Molly Ringwald	Anthony Michael Hall	Justin Henry	John Hughes	0.0	0.0	Seize bougies pour Sam	0.0	0.0	0.0
2022	26.522123893805293	ilie small - town police chief wants build modest comfortable life ends making wrong choices middle - aged alienated feels need part something build orchard even home although dubious things happen village ilie sees suits moment gets involved village marks beginning collapse vacuum solutions tries never justice seeker arrests everyone guilty	Comedy	Iulian Postelnicu	Anghel Damian	Vasile Muraru	Paul Negoescu	0.0	0.0	Oameni de treaba	0.0	1.0	0.0
1954	10.274336283185775	new mexico 's empire zinc mine mexican - american workers protest unsafe work conditions unequal wages compared anglo counterparts ramon quintero helps organize strike shown hypocrite treating pregnant wife esperanza similar unfairness injunction stops men protesting however gender roles reversed women find picket lines men stay home	Drama	Juan Chacón	Rosaura Revueltas	Will Geer	Herbert J. Biberman	0.0	0.0	Le sel de la terre	0.0	0.0	0.0
2008	23.176991150442472	semi - biographical account yip man first martial arts master teach chinese martial art wing chun film focuses events surrounding ip took place city foshan 1930s 1940s second sino - japanese war directed wilson yip film stars donnie yen lead role features fight choreography sammo hung	Action	Donnie Yen	Simon Yam	Louis Fan	Wilson Yip	0.0	0.0	Ip Man	0.0	0.0	0.0
1953	10.035398230088475	reformed parolee steve lacey caught middle wounded former cellmate seeks shelter two former cellmates attempt force bank job	Crime	Gene Nelson	Sterling Hayden	Phyllis Kirk	André De Toth	0.0	0.0	Chasse au gang	0.0	1.0	0.0
1978	16.00884955752212	years divorce divides family half six siblings encounter chance try get parents back together	Comedy	Münir Özkul	Adile Nasit	Sener Sen	Orhan Aksoy	0.0	1.0	Neseli Günler	1.0	0.0	0.0
1978	16.00884955752212	toronto canada days christmas miles cullen bored teller working bank branch located shopping mall accidentally learns place robbed finds disconcerting note one counters	Comedy	Elliott Gould	Christopher Plummer	Susannah York	Daryl Duke	0.0	0.0	L'argent de la banque	0.0	1.0	0.0
1961	11.946902654867188	family older man runs small sake brewery become concerned finances health discover visiting old mistress youth	Drama	Ganjirô Nakamura	Setsuko Hara	Yôko Tsukasa	Yasujirô Ozu	0.0	0.0	Dernier caprice	0.0	0.0	0.0
2000	21.26548672566366	serious young man free spirit forced surroundings become rich costs group blind children tries open eyes unbelievers christian faith retired nuns open brothel pay running costs convent rather ironic paradoxes turn fairytale philosophical fable	Drama	Melvil Poupaud	Elsa Zylberstein	Lambert Wilson	Raúl Ruiz	0.0	0.0	Combat d'amour en songe	0.0	0.0	0.0
2005	22.46017699115037	netaji subhas chandra bose forgotten hero also known bose forgotten hero 2005 film directed shyam benegal starring sachin khedekar kulbhushan kharbanda rajit kapur arif zakaria divya dutta movie depicts last five years life indian independence leader ` ` netaji '' subhash chandra bose starts point bose resigns position president indian national congress i.n.c meeting italians crossing afghanistan 's rugged terrains entering europe romancing german secretary appointment adolf hitler berlin inspiring indian p.o.w.s prisoners war ' punjab regiment ' british army fighting british forces india patriotic speeches	Biography	Ila Arun	Pankaj Berry	Nicolas Chagrin	Shyam Benegal	1.0	0.0	Bose, le heros oublié	0.0	0.0	0.0
2007	22.938053097345072	set 1932 amid rise militarism establishment manchukuo colony northeast china story centers trio karateka studying aging master small dojo woods central kyushu choei taikan giryu face company kempeitai military police come requisition dojo use military base	Action	Akihito Yagi	Tatsuya Naka	Yûji Suzuki	Shunichi Nagasaki	0.0	0.0	Black Belt	0.0	0.0	0.0
1967	13.380530973451297	flight back home sam hendrix returns doll innocently acquired along way turns doll actually stuffed heroin group criminals led ruthless roat followed hendrix back place retrieve hendrix leaves business crooks make move -- find blind wife susy alone apartment soon life - threatening game begins susy thugs	Thriller	Audrey Hepburn	Alan Arkin	Richard Crenna	Terence Young	0.0	0.0	Seule dans la nuit	0.0	1.0	0.0
2021	26.283185840707898	devastated mom 's serious accident grief - stricken n't become daughter wanted mother jia xiaoling finds transported back time year 1981 meets young mother mom	Comedy	Ling Jia	Xiaofei Zhang	Teng Shen	Ling Jia	0.0	0.0	Hi, Mom	0.0	0.0	0.0
2013	24.37168141592918	bunny naina meet graduate college late 20s	Comedy	Ranbir Kapoor	Deepika Padukone	Aditya Roy Kapoor	Ayan Mukerji	1.0	1.0	Yeh Jawaani Hai Deewani	0.0	0.0	0.0
1993	19.592920353982247	businessman reunited four lost souls guardian angels childhood particular purpose joining afterlife	Comedy	Robert Downey Jr.	Charles Grodin	Alfre Woodard	Ron Underwood	-1.0	0.0	Drôles de fantômes	0.0	0.0	0.0
2018	25.56637168141589	titu going marry perfect woman named sweety titu 's best - friend sonu doubts sweety 's character tries break marriage sweety tries opposite leads war bromance romace	Comedy	Kartik Aaryan	Nushrratt Bharuccha	Sunny Singh	Luv Ranjan	0.0	0.0	Sonu Ke Titu Ki Sweety	0.0	0.0	0.0
2016	25.088495575221188	starts daybreak three young surfers raging seas hours later way home accident occurs entirely hooked life - support hospital le havre simon existence little illusion meanwhile paris woman awaits organ transplant give new lease life	Drama	Tahar Rahim	Emmanuelle Seigner	Anne Dorval	Katell Quillévéré	1.0	0.0	Réparer les vivants	0.0	0.0	0.0
1967	13.380530973451297	changing turbulent history hungary seen eyes three men 30 - year period somber drama three recall highlights lives flashbacks reminisce mid 1960s venerable trio begin story 1930s world war ii decade beyond communist invasion 1956	Drama	Tibor Molnár	Gyöngyi Bürös	János Koltai	Ferenc Kósa	0.0	0.0	Les dix mille soleils	0.0	0.0	0.0
1996	20.309734513274254	winston chen prominent businessman goes missing racking $ 100 million debts taipei underworld two enforcers sent find track son red fish leader street gang	Comedy	Tsung Sheng Tang	Chang Chen	Lawrence Ko	Edward Yang	-1.0	0.0	Ma jiang	0.0	0.0	0.0
1999	21.026548672566356	mother father search help sick daughter cross paths extraordinary carpenter named jesus devoted life spreading god 's word amazing miracle brings light true meaning christ sacrifices endured deliverance mankind compelling story faith trust devotion	Animation	Ralph Fiennes	Michael Bryant	Julie Christie	Derek W. Hayes	0.0	0.0	Il était une fois Jésus	0.0	0.0	0.0
2023	26.761061946902593	set backdrop punjab 1980s jodi musical journey two talented passionate artists redefine punjabi folk music falling love love growing stronger shroud mystery envelopes path sitaara musician without audience kamaljot love accompanies stage improvising song gets fame kamaljot sitaara challenge ego make true love win	Comedy	Diljit Dosanjh	Nimrat Khaira	Drishtii Garewal	Amberdeep Singh	-1.0	0.0	Jodi	0.0	0.0	0.0
2007	22.938053097345072	corporate billionaire edward cole working class mechanic carter chambers worlds apart crossroads lives share hospital room discover two things common desire spend time left everything ever wanted unrealized need come terms together embark road trip lifetime becoming friends along way learning live life fullest insight humor	Adventure	Jack Nicholson	Morgan Freeman	Sean Hayes	Rob Reiner	0.0	0.0	Sans plus attendre	0.0	0.0	0.0
2014	24.61061946902649	music rules rainbows rock twilight sparkle pals compete top spot canterlot high ` ` mane event '' talent show girls must rock way top outshine rival adagio dazzle band dazzlings restore harmony back canterlot high	Adventure	Tara Strong	Ashleigh Ball	Andrea Libman	Jayson Thiessen	0.0	0.0	My Little Pony: Equestria Girls: Rainbow Rocks	0.0	0.0	0.0
1933	5.256637168141539	things get tough carol showgirl pals trixie polly great depression kicks broadway shows close wealthy songwriter brad saves day funding new depression - themed musical girls star stuffy high - society brother finds threatens disown brad carol gold - digging friends scheme keep show going hooking couple millionaires along way	Comedy	Warren William	Joan Blondell	Aline MacMahon	Mervyn LeRoy	0.0	0.0	Chercheuses d'or de 1933	0.0	0.0	0.0
1966	13.141592920353897	woman married wealthy socialite compromised accidental death man romantically pursuing forced mother - in - law assume new identity save reputation husband infant son wanders world trying forget heartbreak aid alcohol unsavory men eventually returning city downfall murders blackmailer threatens expose past amazingly represented murder trial adult son public defender hoping continue protect son refuses give real name known court defendant ` ` madame x ''	Adventure	Lana Turner	John Forsythe	Ricardo Montalban	David Lowell Rich	0.0	0.0	Madame X	0.0	0.0	0.0
1995	20.07079646017695	two tales crimes intertwine present - day hong kong	Comedy	Leon Lai	Michelle Reis	Takeshi Kaneshiro	Wong Kar-Wai	0.0	-1.0	Les anges déchus	0.0	0.0	0.0
2014	24.61061946902649	ultimate x - men ensemble fights war survival species across two time periods join forces younger selves epic battle must change past – save future	Action	Patrick Stewart	Ian McKellen	Hugh Jackman	Bryan Singer	0.0	0.0	X-Men: Days of Future Past	0.0	1.0	0.0
1968	13.619469026548604	musical adaptation charles dickens ' oliver twist classic tale orphan runs away workhouse joins group boys headed artful dodger trained pickpockets master thief fagin	Drama	Mark Lester	Ron Moody	Shani Wallis	Carol Reed	0.0	0.0	Oliver!	0.0	0.0	0.0
1976	15.530973451327416	giacinto lives wife ten children various family members shack hills rome time ago lost left eye work got consistent sum money insurance company keeps hidden rest family whole life based defending money sees rest family tries kill	Comedy	Francesco Anniballi	Maria Bosco	Giselda Castrini	Ettore Scola	0.0	0.0	Affreux, sales et méchants	0.0	0.0	0.0
1987	18.159292035398234	lover rejects young man early 20th century england trapped oppressiveness edwardian society tries come terms accept sexuality	Drama	James Wilby	Rupert Graves	Hugh Grant	James Ivory	0.0	0.0	Maurice	0.0	0.0	0.0
2009	23.415929203539775	frustrated man decides take justice hands plea bargain sets one family 's killers free targets killer also district attorney others involved deal	Action	Gerard Butler	Jamie Foxx	Leslie Bibb	F. Gary Gray	0.0	0.0	Que justice soit faite	0.0	1.0	0.0
1939	6.690265486725648	subject film dr . ivan egry young man becomes infatuated edit ralben beautiful flirtatious daughter prominent man two get involved romantically problems start plague relationship end separating ivan finds comfort josza pretty girl much stable edit far less glamorous edit eventually re - enters ivan life resist unable resolve conflicting emotions results abruptly tragic finale	Drama	Pál Jávor	Katalin Karády	Éva Szörényi	László Kalmár	1.0	0.0	Printemps mortel	1.0	0.0	0.0
2014	24.61061946902649	film tells story divorced couple trying raise young son story follows boy twelve years first grade age 6 12th grade age 17 - 18 examines relationship parents grows	Drama	Ellar Coltrane	Patricia Arquette	Ethan Hawke	Richard Linklater	0.0	0.0	Boyhood	0.0	0.0	0.0
2020	26.0442477876106	revolving around young girl gets possessed isha horror film leave goosebumps	Drama	Margret Antony	Kishore Satya	Abhishek Vinod	Jose Thomas	0.0	1.0	Isha	1.0	0.0	0.0
1947	8.601769911504366	drab woman scientist working machine harness solar energy pert concert singer look - alike courted play movie swap identities find personal growth professional success love happiness	Comedy	Lyubov Orlova	Nikolay Cherkasov	Nikolai Konovalov	Grigoriy Aleksandrov	0.0	0.0	Le printemps	0.0	0.0	0.0
1955	10.513274336283175	banned brazil federal department public safety rio 40 graus landmark film ushered wave cinema novo brazil film chronicles day life five peanut vendors rio de janeiro 's favelas one first brazilian films address issues race poverty class	Drama	Modesto De Souza	Roberto Bataglin	Jece Valadão	Nelson Pereira dos Santos	0.0	0.0	Rio, 40 °	0.0	0.0	0.0
1993	19.592920353982247	former pansori performer travels across south korea search student studied	Drama	Kim Myung-gon	Jung-hae Oh	Kim Kyu-chul	Im Kwon-taek	0.0	0.0	La chanteuse de pansori	0.0	0.0	0.0
1994	19.831858407079647	sully rascally ne'er - do - well approaching retirement age pressing worker 's compensation suit bad knee secretly works nemesis carl flirts carl 's young wife toby sully 's long- forgotten son family moved back town sully faces unfamiliar family responsibilities meanwhile sully 's landlady 's banker son plots push new development evict sully mother 's life	Comedy	Paul Newman	Bruce Willis	Jessica Tandy	Robert Benton	0.0	0.0	Un homme presque parfait	0.0	0.0	0.0
2021	26.283185840707898	émilie meets camille attracted nora crosses paths amber three girls boy – friends sometimes lovers often	Comedy	Lucie Zhang	Makita Samba	Noémie Merlant	Jacques Audiard	-2.0	0.0	Les Olympiades	0.0	0.0	0.0
1993	19.592920353982247	july 1990 dispute proposed golf course built kanien kéhaka mohawk lands oka quebec sets stage historic confrontation would grab international headlines sear canadian consciousness	Documentary	Jack Burning	Herbie Barnes	Alanis Obomsawin	Alanis Obomsawin	0.0	0.0	Kanehsatake, 270 ans de résistance	0.0	0.0	-1.0
1985	17.68141592920353	story two youths – one algerian one french – become juvenile delinquents paris suburb	Drama	Kader Boukhanef	Rémi Martin	Laure Duthilleul	Mehdi Charef	1.0	0.0	Le thé au harem d'Archimède	0.0	0.0	0.0
1982	16.96460176991143	polish contractor nowak leads group workmen london provide cheap labor government official based nowak manage project men encounter tempations west loneliness separation families nowak one group speaks english uses tool team unrest poland leads military takeover nowak faced much difficult situation expected	Drama	Jeremy Irons	Eugene Lipinski	Jiri Stanislav	Jerzy Skolimowski	0.0	0.0	Travail au noir	0.0	0.0	0.0
2001	21.50442477876106	royal tenenbaum wife etheline three children separated three children extraordinary -- geniuses virtually memory brilliance young tenenbaums subsequently erased two decades betrayal failure disaster generally considered father 's fault ` ` royal tenenbaums '' story family 's sudden unexpected reunion one recent winter	Comedy	Gene Hackman	Gwyneth Paltrow	Anjelica Huston	Wes Anderson	0.0	0.0	La famille Tenenbaum	0.0	0.0	0.0
2003	21.982300884955666	behrani iranian immigrant buys california bungalow thinking fix sell make enough money send son college however house legal property former drug addict kathy losing house unfair legal dispute county left nowhere go wanting house back hires lawyer befriends police officer neither kathy behrani broken law find involved difficult moral dilemma	Crime	Jennifer Connelly	Ben Kingsley	Ron Eldard	Vadim Perelman	0.0	0.0	House of Sand and Fog	0.0	0.0	0.0
2012	24.132743362831782	cheated wife giulio municipal employee moves find solution still support family	Drama	Valerio Mastandrea	Barbora Bobulova	Maurizio Casagrande	Ivano De Matteo	0.0	0.0	Les équilibristes	0.0	0.0	0.0
1971	14.336283185840706	early 1900s legendary joe hill emigrates brother united states short time loses touch brother joe gets jobs struck injustice tragedy going becomes active forbidden union iww union workers without trades forbidden demonstrate speak public joe gets around singing manifests salvation army manages get people go strike also makes powerful enemies finally gets connected murder trial fires lawyer takes upon become defender	Biography	Thommy Berggren	Anja Schmidt	Kelvin Malave	Bo Widerberg	0.0	0.0	Joe Hill	0.0	0.0	0.0
1995	20.07079646017695	wang bianlian aging street performer known king mask mastery sichuan change art true story wife left infant son 30 years ago son died illness age 10 . left wang melancholy loner aching male descendent learn rare dying art	Drama	Xu Zhu	Renying Zhou	Zhigang Zhao	Tian-Ming Wu	0.0	0.0	Le roi des masques	0.0	0.0	0.0
2004	22.221238938053066	1974 sam bicke lost everything wife leaves three kids boss fires brother turns away bank give money start anew tries find someone blame misfortunes comes president united states plans murder	Biography	Sean Penn	Naomi Watts	Don Cheadle	Niels Mueller	1.0	0.0	The Assassination of Richard Nixon	0.0	1.0	0.0
2001	21.50442477876106	follows fate lyle violent adolescent lieu prison placed juvenile mental institution encounters group equally troubled teens motley crew abused sexually confused violent yet hanging grit anger becomes lyle 's last lifeline fights find meaning world seems defy understanding	Drama	Joseph Gordon-Levitt	Michael Bacall	Zooey Deschanel	Jordan Melamed	1.0	0.0	Manic	0.0	0.0	0.0
1955	10.513274336283175	three sons devout danish farmer morten widely disparate religious beliefs youngest son anders shares father 's religion eldest son mikkel lost faith middle child johannes become delusional proclaims jesus christ mikkel 's wife inger goes difficult childbirth everyone 's beliefs put test	Drama	Henrik Malberg	Emil Hass Christensen	Preben Lerdorff Rye	Carl Theodor Dreyer	0.0	-1.0	Ordet	0.0	0.0	0.0
2005	22.46017699115037	sergei simon deliver suitcase full heroin mikhalych else killed one minor detail problem - solving technique familiar shot head	Comedy	Aleksey Panin	Dmitriy Dyuzhev	Nikita Mikhalkov	Aleksey Balabanov	0.0	0.0	Colin-maillard	0.0	1.0	0.0
1966	13.141592920353897	small town minas gerais arrival young priest causes commotion conservative atmosphere place aggravated sudden attraction priest feels beautiful girl forbidden love affair soon turns unbridled passion	Drama	Helena Ignez	Paulo José	Mário Lago	Joaquim Pedro de Andrade	0.0	0.0	Le Curé et la jeune femme	0.0	0.0	0.0
1983	17.20353982300883	mette father left alone christmas holidays starts feeling increasingly rejected jealous adolescent daughter starts looking real beaus	Drama	Line Arlien-Søborg	Jesper Klein	Carsten Jørgensen	Nils Malmros	-1.0	0.0	La Belle et la Bête	0.0	0.0	0.0
1993	19.592920353982247	leonor widow small south american town gives birth charlotte dwarf mother provides rich childhood daughter erases clues daughter might see would lead think different mother burns books ` ` snow white '' destroys lawn statues gnomes short n't want talk mother succeeds creating modern - day rapunzel charlotte becomes accomplished young woman captures heart ludovico circus comes town	Drama	Marcello Mastroianni	Luisina Brando	Alejandra Podesta	María Luisa Bemberg	-1.0	0.0	On n'en parle pas	0.0	0.0	0.0
1960	11.707964601769888	mansion block knightsbridge gang middle - aged biddies decide brighten ` ` dullness tea time life '' staging series robberies furriers donating proceeds charitable concerns terry thomas retired army officer leads gang includes athene seyler hattie jacques series capers nearly go awry maid billie whitelaw ex - con also resident block falls police officer	Comedy	Terry-Thomas	Athene Seyler	Hattie Jacques	Robert Asher	0.0	0.0	Un vison pour mademoiselle	0.0	0.0	0.0
1939	6.690265486725648	1911 minor stage comic vernon castle meets stage - struck irene foote misadventures later marry abandon comedy attempt dancing career together 're performing paris agent sees rehearse starts brilliant career world 's foremost ballroom dancers however height fame world war begins	Biography	Fred Astaire	Ginger Rogers	Edna May Oliver	H.C. Potter	0.0	0.0	La grande farandole	0.0	0.0	0.0
1968	13.619469026548604	fate washed - up horror actor intersects psychotic sniper killing spree	Crime	"""Tim OKelly"""	Boris Karloff	Nancy Hsueh	Peter Bogdanovich	0.0	0.0	La cible	0.0	1.0	0.0
2022	26.522123893805293	remarkable true story retiree jerry selbee discovers mathematical loophole massachusetts lottery help wife marge wins $ 27 million dollars uses money revive small michigan town	Biography	Bryan Cranston	Annette Bening	Rainn Wilson	David Frankel	0.0	0.0	Jerry and Marge Go Large	0.0	0.0	0.0
1992	19.353982300884944	effort get buddy gambling debt jeff agrees join forces judge weapons heist job goes bad judge betrays jeff jeff plots ultimate revenge judge followers question whether follow plan	Action	Chow Yun-Fat	Simon Yam	Ann Bridgewater	Ringo Lam	0.0	0.0	Full Contact	0.0	1.0	0.0
2022	26.522123893805293	~ 3.9 km swim ~ 180 km bike ~ 42.2 km run ~ impossible journey complete first ever long - distance triathlon antarctica iceman prove limitations perceptions	Documentary	Anders Hofman	Ammar Kandil	Anthon Hofman Laursen	Ammar Kandil	0.0	0.0	Project Iceman	0.0	0.0	-1.0
